observed_date,rank,licensee,assignment_count
2026-04-08,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-12,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-12,2,SPARK NEW ZEALAND TRADING LIMITED,10167
2026-04-12,3,TWO DEGREES NETWORKS LIMITED,8754
2026-04-12,4,CHORUS NEW ZEALAND LIMITED,3128
2026-04-12,5,EONFIBRE LIMITED,2056
2026-04-12,6,VITAL LIMITED,1970
2026-04-12,7,KIWIRAIL,1896
2026-04-12,8,KORDIA LIMITED,1467
2026-04-12,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-12,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1079
2026-04-12,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-12,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-12,13,SPACE OPERATIONS NEW ZEALAND LIMITED,621
2026-04-12,14,LIGHTWIRE LIMITED,616
2026-04-12,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-12,16,POWERCO LIMITED,594
2026-04-12,17,NZME RADIO LIMITED,593
2026-04-12,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,584
2026-04-12,19,EVERY PERSON,574
2026-04-12,20,ISO LIMITED,552
2026-04-12,21,KIWIRAIL LTD,533
2026-04-12,22,MEDIAWORKS RADIO LIMITED,490
2026-04-12,23,Fire and Emergency New Zealand,473
2026-04-12,24,DEPARTMENT OF CONSERVATION,465
2026-04-12,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-13,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-13,2,SPARK NEW ZEALAND TRADING LIMITED,10198
2026-04-13,3,TWO DEGREES NETWORKS LIMITED,8758
2026-04-13,4,CHORUS NEW ZEALAND LIMITED,3128
2026-04-13,5,EONFIBRE LIMITED,2056
2026-04-13,6,VITAL LIMITED,1970
2026-04-13,7,KIWIRAIL,1896
2026-04-13,8,KORDIA LIMITED,1467
2026-04-13,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-13,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1079
2026-04-13,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-13,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-13,13,SPACE OPERATIONS NEW ZEALAND LIMITED,638
2026-04-13,14,LIGHTWIRE LIMITED,616
2026-04-13,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-13,16,POWERCO LIMITED,594
2026-04-13,17,NZME RADIO LIMITED,593
2026-04-13,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,584
2026-04-13,19,EVERY PERSON,574
2026-04-13,20,ISO LIMITED,552
2026-04-13,21,KIWIRAIL LTD,533
2026-04-13,22,MEDIAWORKS RADIO LIMITED,490
2026-04-13,23,Fire and Emergency New Zealand,473
2026-04-13,24,DEPARTMENT OF CONSERVATION,465
2026-04-13,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-14,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-14,2,SPARK NEW ZEALAND TRADING LIMITED,10200
2026-04-14,3,TWO DEGREES NETWORKS LIMITED,8758
2026-04-14,4,CHORUS NEW ZEALAND LIMITED,3128
2026-04-14,5,EONFIBRE LIMITED,2056
2026-04-14,6,VITAL LIMITED,1970
2026-04-14,7,KIWIRAIL,1896
2026-04-14,8,KORDIA LIMITED,1471
2026-04-14,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-14,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1079
2026-04-14,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-14,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-14,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-14,14,LIGHTWIRE LIMITED,616
2026-04-14,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-14,16,POWERCO LIMITED,594
2026-04-14,17,NZME RADIO LIMITED,593
2026-04-14,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,584
2026-04-14,19,EVERY PERSON,574
2026-04-14,20,ISO LIMITED,552
2026-04-14,21,KIWIRAIL LTD,533
2026-04-14,22,MEDIAWORKS RADIO LIMITED,490
2026-04-14,23,Fire and Emergency New Zealand,474
2026-04-14,24,DEPARTMENT OF CONSERVATION,465
2026-04-14,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-15,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-15,2,SPARK NEW ZEALAND TRADING LIMITED,10199
2026-04-15,3,TWO DEGREES NETWORKS LIMITED,8758
2026-04-15,4,CHORUS NEW ZEALAND LIMITED,3126
2026-04-15,5,EONFIBRE LIMITED,2056
2026-04-15,6,VITAL LIMITED,1970
2026-04-15,7,KIWIRAIL,1896
2026-04-15,8,KORDIA LIMITED,1471
2026-04-15,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-15,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1079
2026-04-15,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-15,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-15,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-15,14,LIGHTWIRE LIMITED,616
2026-04-15,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-15,16,POWERCO LIMITED,594
2026-04-15,17,NZME RADIO LIMITED,593
2026-04-15,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,584
2026-04-15,19,EVERY PERSON,574
2026-04-15,20,ISO LIMITED,552
2026-04-15,21,KIWIRAIL LTD,533
2026-04-15,22,MEDIAWORKS RADIO LIMITED,490
2026-04-15,23,Fire and Emergency New Zealand,474
2026-04-15,24,DEPARTMENT OF CONSERVATION,465
2026-04-15,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-16,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-16,2,SPARK NEW ZEALAND TRADING LIMITED,10186
2026-04-16,3,TWO DEGREES NETWORKS LIMITED,8758
2026-04-16,4,CHORUS NEW ZEALAND LIMITED,3126
2026-04-16,5,EONFIBRE LIMITED,2056
2026-04-16,6,VITAL LIMITED,1970
2026-04-16,7,KIWIRAIL,1896
2026-04-16,8,KORDIA LIMITED,1471
2026-04-16,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-16,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1079
2026-04-16,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-16,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-16,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-16,14,LIGHTWIRE LIMITED,616
2026-04-16,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-16,16,POWERCO LIMITED,594
2026-04-16,17,NZME RADIO LIMITED,593
2026-04-16,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,584
2026-04-16,19,EVERY PERSON,574
2026-04-16,20,ISO LIMITED,552
2026-04-16,21,KIWIRAIL LTD,533
2026-04-16,22,MEDIAWORKS RADIO LIMITED,490
2026-04-16,23,Fire and Emergency New Zealand,474
2026-04-16,24,DEPARTMENT OF CONSERVATION,465
2026-04-16,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-17,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-17,2,SPARK NEW ZEALAND TRADING LIMITED,10181
2026-04-17,3,TWO DEGREES NETWORKS LIMITED,8758
2026-04-17,4,CHORUS NEW ZEALAND LIMITED,3126
2026-04-17,5,EONFIBRE LIMITED,2056
2026-04-17,6,VITAL LIMITED,1970
2026-04-17,7,KIWIRAIL,1896
2026-04-17,8,KORDIA LIMITED,1471
2026-04-17,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-17,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1079
2026-04-17,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-17,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-17,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-17,14,LIGHTWIRE LIMITED,616
2026-04-17,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-17,16,POWERCO LIMITED,594
2026-04-17,17,NZME RADIO LIMITED,593
2026-04-17,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,584
2026-04-17,19,EVERY PERSON,574
2026-04-17,20,ISO LIMITED,552
2026-04-17,21,KIWIRAIL LTD,533
2026-04-17,22,MEDIAWORKS RADIO LIMITED,490
2026-04-17,23,Fire and Emergency New Zealand,474
2026-04-17,24,DEPARTMENT OF CONSERVATION,465
2026-04-17,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-19,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-19,2,SPARK NEW ZEALAND TRADING LIMITED,10181
2026-04-19,3,TWO DEGREES NETWORKS LIMITED,8758
2026-04-19,4,CHORUS NEW ZEALAND LIMITED,3126
2026-04-19,5,EONFIBRE LIMITED,2056
2026-04-19,6,VITAL LIMITED,1970
2026-04-19,7,KIWIRAIL,1896
2026-04-19,8,KORDIA LIMITED,1471
2026-04-19,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-19,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1079
2026-04-19,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-19,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-19,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-19,14,LIGHTWIRE LIMITED,616
2026-04-19,15,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-19,16,POWERCO LIMITED,594
2026-04-19,17,NZME RADIO LIMITED,593
2026-04-19,18,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,583
2026-04-19,19,EVERY PERSON,574
2026-04-19,20,ISO LIMITED,552
2026-04-19,21,KIWIRAIL LTD,533
2026-04-19,22,MEDIAWORKS RADIO LIMITED,490
2026-04-19,23,Fire and Emergency New Zealand,474
2026-04-19,24,DEPARTMENT OF CONSERVATION,465
2026-04-19,25,TAIT SYSTEMS NZ LIMITED,433
2026-04-20,1,ONE NEW ZEALAND GROUP LIMITED,10938
2026-04-20,2,SPARK NEW ZEALAND TRADING LIMITED,10176
2026-04-20,3,TWO DEGREES NETWORKS LIMITED,8758
2026-04-20,4,CHORUS NEW ZEALAND LIMITED,3126
2026-04-20,5,EONFIBRE LIMITED,2056
2026-04-20,6,VITAL LIMITED,1971
2026-04-20,7,KIWIRAIL,1896
2026-04-20,8,KORDIA LIMITED,1469
2026-04-20,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-20,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1079
2026-04-20,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-20,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-20,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-20,14,AMAZON KUIPER NEW ZEALAND LIMITED,616
2026-04-20,15,LIGHTWIRE LIMITED,616
2026-04-20,16,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-20,17,POWERCO LIMITED,594
2026-04-20,18,NZME RADIO LIMITED,593
2026-04-20,19,EVERY PERSON,574
2026-04-20,20,ISO LIMITED,552
2026-04-20,21,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-04-20,22,KIWIRAIL LTD,533
2026-04-20,23,MEDIAWORKS RADIO LIMITED,490
2026-04-20,24,Fire and Emergency New Zealand,474
2026-04-20,25,DEPARTMENT OF CONSERVATION,465
2026-04-21,1,ONE NEW ZEALAND GROUP LIMITED,11047
2026-04-21,2,SPARK NEW ZEALAND TRADING LIMITED,10200
2026-04-21,3,TWO DEGREES NETWORKS LIMITED,8763
2026-04-21,4,CHORUS NEW ZEALAND LIMITED,3126
2026-04-21,5,EONFIBRE LIMITED,2056
2026-04-21,6,VITAL LIMITED,1971
2026-04-21,7,KIWIRAIL,1896
2026-04-21,8,KORDIA LIMITED,1467
2026-04-21,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-21,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1080
2026-04-21,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-21,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-21,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-21,14,LIGHTWIRE LIMITED,616
2026-04-21,15,AMAZON KUIPER NEW ZEALAND LIMITED,616
2026-04-21,16,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-21,17,POWERCO LIMITED,594
2026-04-21,18,NZME RADIO LIMITED,593
2026-04-21,19,EVERY PERSON,574
2026-04-21,20,ISO LIMITED,552
2026-04-21,21,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-04-21,22,KIWIRAIL LTD,533
2026-04-21,23,MEDIAWORKS RADIO LIMITED,490
2026-04-21,24,Fire and Emergency New Zealand,474
2026-04-21,25,DEPARTMENT OF CONSERVATION,465
2026-04-22,1,ONE NEW ZEALAND GROUP LIMITED,11047
2026-04-22,2,SPARK NEW ZEALAND TRADING LIMITED,10209
2026-04-22,3,TWO DEGREES NETWORKS LIMITED,8763
2026-04-22,4,CHORUS NEW ZEALAND LIMITED,3120
2026-04-22,5,EONFIBRE LIMITED,2056
2026-04-22,6,VITAL LIMITED,1971
2026-04-22,7,KIWIRAIL,1896
2026-04-22,8,KORDIA LIMITED,1467
2026-04-22,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-22,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1080
2026-04-22,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-22,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-22,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-22,14,AMAZON KUIPER NEW ZEALAND LIMITED,616
2026-04-22,15,LIGHTWIRE LIMITED,616
2026-04-22,16,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-22,17,POWERCO LIMITED,594
2026-04-22,18,NZME RADIO LIMITED,593
2026-04-22,19,EVERY PERSON,574
2026-04-22,20,ISO LIMITED,552
2026-04-22,21,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-04-22,22,KIWIRAIL LTD,533
2026-04-22,23,MEDIAWORKS RADIO LIMITED,490
2026-04-22,24,Fire and Emergency New Zealand,474
2026-04-22,25,DEPARTMENT OF CONSERVATION,465
2026-04-23,1,ONE NEW ZEALAND GROUP LIMITED,11049
2026-04-23,2,SPARK NEW ZEALAND TRADING LIMITED,10204
2026-04-23,3,TWO DEGREES NETWORKS LIMITED,8765
2026-04-23,4,CHORUS NEW ZEALAND LIMITED,3120
2026-04-23,5,EONFIBRE LIMITED,2056
2026-04-23,6,VITAL LIMITED,1971
2026-04-23,7,KIWIRAIL,1896
2026-04-23,8,KORDIA LIMITED,1467
2026-04-23,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-23,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1080
2026-04-23,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-23,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-23,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-23,14,LIGHTWIRE LIMITED,616
2026-04-23,15,AMAZON KUIPER NEW ZEALAND LIMITED,616
2026-04-23,16,POWERCO LIMITED,600
2026-04-23,17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-23,18,NZME RADIO LIMITED,593
2026-04-23,19,EVERY PERSON,574
2026-04-23,20,ISO LIMITED,552
2026-04-23,21,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-04-23,22,KIWIRAIL LTD,533
2026-04-23,23,MEDIAWORKS RADIO LIMITED,490
2026-04-23,24,Fire and Emergency New Zealand,474
2026-04-23,25,DEPARTMENT OF CONSERVATION,465
2026-04-24,1,ONE NEW ZEALAND GROUP LIMITED,11049
2026-04-24,2,SPARK NEW ZEALAND TRADING LIMITED,10204
2026-04-24,3,TWO DEGREES NETWORKS LIMITED,8767
2026-04-24,4,CHORUS NEW ZEALAND LIMITED,3120
2026-04-24,5,EONFIBRE LIMITED,2056
2026-04-24,6,VITAL LIMITED,1971
2026-04-24,7,KIWIRAIL,1896
2026-04-24,8,KORDIA LIMITED,1467
2026-04-24,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-24,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1080
2026-04-24,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-24,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-24,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-24,14,AMAZON KUIPER NEW ZEALAND LIMITED,616
2026-04-24,15,LIGHTWIRE LIMITED,616
2026-04-24,16,POWERCO LIMITED,600
2026-04-24,17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-24,18,NZME RADIO LIMITED,593
2026-04-24,19,EVERY PERSON,574
2026-04-24,20,ISO LIMITED,552
2026-04-24,21,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-04-24,22,KIWIRAIL LTD,533
2026-04-24,23,MEDIAWORKS RADIO LIMITED,490
2026-04-24,24,Fire and Emergency New Zealand,474
2026-04-24,25,DEPARTMENT OF CONSERVATION,465
2026-04-25,1,ONE NEW ZEALAND GROUP LIMITED,11049
2026-04-25,2,SPARK NEW ZEALAND TRADING LIMITED,10204
2026-04-25,3,TWO DEGREES NETWORKS LIMITED,8767
2026-04-25,4,CHORUS NEW ZEALAND LIMITED,3120
2026-04-25,5,EONFIBRE LIMITED,2056
2026-04-25,6,VITAL LIMITED,1971
2026-04-25,7,KIWIRAIL,1896
2026-04-25,8,KORDIA LIMITED,1467
2026-04-25,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-25,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1080
2026-04-25,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-25,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-25,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-25,14,LIGHTWIRE LIMITED,616
2026-04-25,15,AMAZON KUIPER NEW ZEALAND LIMITED,616
2026-04-25,16,POWERCO LIMITED,600
2026-04-25,17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-25,18,NZME RADIO LIMITED,593
2026-04-25,19,EVERY PERSON,574
2026-04-25,20,ISO LIMITED,552
2026-04-25,21,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-04-25,22,KIWIRAIL LTD,533
2026-04-25,23,MEDIAWORKS RADIO LIMITED,490
2026-04-25,24,Fire and Emergency New Zealand,474
2026-04-25,25,DEPARTMENT OF CONSERVATION,465
2026-04-26,1,ONE NEW ZEALAND GROUP LIMITED,11049
2026-04-26,2,SPARK NEW ZEALAND TRADING LIMITED,10204
2026-04-26,3,TWO DEGREES NETWORKS LIMITED,8767
2026-04-26,4,CHORUS NEW ZEALAND LIMITED,3120
2026-04-26,5,EONFIBRE LIMITED,2056
2026-04-26,6,VITAL LIMITED,1971
2026-04-26,7,KIWIRAIL,1896
2026-04-26,8,KORDIA LIMITED,1467
2026-04-26,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-26,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1080
2026-04-26,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-26,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-26,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-26,14,AMAZON KUIPER NEW ZEALAND LIMITED,616
2026-04-26,15,LIGHTWIRE LIMITED,616
2026-04-26,16,POWERCO LIMITED,600
2026-04-26,17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-26,18,NZME RADIO LIMITED,593
2026-04-26,19,EVERY PERSON,574
2026-04-26,20,ISO LIMITED,552
2026-04-26,21,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-04-26,22,KIWIRAIL LTD,533
2026-04-26,23,MEDIAWORKS RADIO LIMITED,490
2026-04-26,24,Fire and Emergency New Zealand,474
2026-04-26,25,DEPARTMENT OF CONSERVATION,465
2026-04-27,1,ONE NEW ZEALAND GROUP LIMITED,11049
2026-04-27,2,SPARK NEW ZEALAND TRADING LIMITED,10204
2026-04-27,3,TWO DEGREES NETWORKS LIMITED,8767
2026-04-27,4,CHORUS NEW ZEALAND LIMITED,3118
2026-04-27,5,EONFIBRE LIMITED,2056
2026-04-27,6,VITAL LIMITED,1971
2026-04-27,7,KIWIRAIL,1896
2026-04-27,8,KORDIA LIMITED,1459
2026-04-27,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-27,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1080
2026-04-27,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-27,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-27,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-27,14,LIGHTWIRE LIMITED,616
2026-04-27,15,AMAZON KUIPER NEW ZEALAND LIMITED,616
2026-04-27,16,POWERCO LIMITED,600
2026-04-27,17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-27,18,NZME RADIO LIMITED,593
2026-04-27,19,EVERY PERSON,574
2026-04-27,20,ISO LIMITED,552
2026-04-27,21,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-04-27,22,KIWIRAIL LTD,533
2026-04-27,23,MEDIAWORKS RADIO LIMITED,490
2026-04-27,24,Fire and Emergency New Zealand,474
2026-04-27,25,DEPARTMENT OF CONSERVATION,465
2026-04-28,1,ONE NEW ZEALAND GROUP LIMITED,11049
2026-04-28,2,SPARK NEW ZEALAND TRADING LIMITED,10204
2026-04-28,3,TWO DEGREES NETWORKS LIMITED,8767
2026-04-28,4,CHORUS NEW ZEALAND LIMITED,3112
2026-04-28,5,EONFIBRE LIMITED,2056
2026-04-28,6,VITAL LIMITED,1971
2026-04-28,7,KIWIRAIL,1896
2026-04-28,8,KORDIA LIMITED,1459
2026-04-28,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-28,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1080
2026-04-28,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-28,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-28,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-28,14,LIGHTWIRE LIMITED,616
2026-04-28,15,AMAZON KUIPER NEW ZEALAND LIMITED,616
2026-04-28,16,POWERCO LIMITED,600
2026-04-28,17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-28,18,NZME RADIO LIMITED,593
2026-04-28,19,EVERY PERSON,574
2026-04-28,20,ISO LIMITED,552
2026-04-28,21,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-04-28,22,KIWIRAIL LTD,533
2026-04-28,23,MEDIAWORKS RADIO LIMITED,490
2026-04-28,24,Fire and Emergency New Zealand,474
2026-04-28,25,DEPARTMENT OF CONSERVATION,465
2026-04-29,1,ONE NEW ZEALAND GROUP LIMITED,11049
2026-04-29,2,SPARK NEW ZEALAND TRADING LIMITED,10199
2026-04-29,3,TWO DEGREES NETWORKS LIMITED,8774
2026-04-29,4,CHORUS NEW ZEALAND LIMITED,3112
2026-04-29,5,EONFIBRE LIMITED,2056
2026-04-29,6,VITAL LIMITED,1967
2026-04-29,7,KIWIRAIL,1896
2026-04-29,8,KORDIA LIMITED,1459
2026-04-29,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-29,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1080
2026-04-29,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-29,12,ENTAIN NEW ZEALAND LIMITED,657
2026-04-29,13,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-29,14,LIGHTWIRE LIMITED,616
2026-04-29,15,AMAZON KUIPER NEW ZEALAND LIMITED,616
2026-04-29,16,POWERCO LIMITED,600
2026-04-29,17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-29,18,NZME RADIO LIMITED,593
2026-04-29,19,EVERY PERSON,576
2026-04-29,20,ISO LIMITED,552
2026-04-29,21,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-04-29,22,KIWIRAIL LTD,533
2026-04-29,23,MEDIAWORKS RADIO LIMITED,490
2026-04-29,24,Fire and Emergency New Zealand,474
2026-04-29,25,DEPARTMENT OF CONSERVATION,465
2026-04-30,1,ONE NEW ZEALAND GROUP LIMITED,11049
2026-04-30,2,SPARK NEW ZEALAND TRADING LIMITED,10199
2026-04-30,3,TWO DEGREES NETWORKS LIMITED,8774
2026-04-30,4,CHORUS NEW ZEALAND LIMITED,3112
2026-04-30,5,EONFIBRE LIMITED,2056
2026-04-30,6,VITAL LIMITED,1969
2026-04-30,7,KIWIRAIL,1896
2026-04-30,8,KORDIA LIMITED,1459
2026-04-30,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-04-30,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1080
2026-04-30,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-04-30,12,AMAZON KUIPER NEW ZEALAND LIMITED,683
2026-04-30,13,ENTAIN NEW ZEALAND LIMITED,657
2026-04-30,14,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-04-30,15,LIGHTWIRE LIMITED,616
2026-04-30,16,POWERCO LIMITED,600
2026-04-30,17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
2026-04-30,18,NZME RADIO LIMITED,593
2026-04-30,19,EVERY PERSON,576
2026-04-30,20,ISO LIMITED,552
2026-04-30,21,NEP BROADCAST SERVICES NEW ZEALAND LIMITED,549
2026-04-30,22,KIWIRAIL LTD,533
2026-04-30,23,MEDIAWORKS RADIO LIMITED,490
2026-04-30,24,Fire and Emergency New Zealand,474
2026-04-30,25,DEPARTMENT OF CONSERVATION,465
2026-05-01,1,ONE NEW ZEALAND GROUP LIMITED,11049
2026-05-01,2,SPARK NEW ZEALAND TRADING LIMITED,10199
2026-05-01,3,TWO DEGREES NETWORKS LIMITED,8774
2026-05-01,4,CHORUS NEW ZEALAND LIMITED,3112
2026-05-01,5,EONFIBRE LIMITED,2056
2026-05-01,6,VITAL LIMITED,1969
2026-05-01,7,KIWIRAIL,1896
2026-05-01,8,KORDIA LIMITED,1460
2026-05-01,9,RURAL CONNECTIVITY GROUP LIMITED,1424
2026-05-01,10,"The Crown acting by and through the Chief Executive of the Ministry of Business, Innovation, and Employment",1080
2026-05-01,11,NZ DEFENCE FORCE HEADQUARTERS,814
2026-05-01,12,AMAZON KUIPER NEW ZEALAND LIMITED,683
2026-05-01,13,ENTAIN NEW ZEALAND LIMITED,657
2026-05-01,14,SPACE OPERATIONS NEW ZEALAND LIMITED,635
2026-05-01,15,LIGHTWIRE LIMITED,616
2026-05-01,16,POWERCO LIMITED,600
2026-05-01,17,AIRWAYS CORPORATION OF NEW ZEALAND LIMITED,597
